[0, "we break dance not hearts by Short Stack is my ringtone.... i LOVE that !!!.....\n"]
[2452, "\"Laying down w| the mom and steven&lt;3 watching a movie\n"]
[2453, "\"@maerdred\n"]
[2454, "listening to umbrella from the s xP can't wait that the 3 and a half hours pass to see my BFF\n"]
[2455, "little brother's  game\n"]
[2456, "\"Lmao...\n"]
[2457, "\"Keeping one paper box of Bo's clothes in each size for the girls.  I hope they like blue pjs\n"]
[2458, "\"Loves Angels\n"]
[2459, "@markalves LOL @  players get &quot;sent down&quot; @LJLeg yes! @dustinfaber basketball is a close second...\n"]
[2460, "no   So work is next on the agenda\n"]
[2461, "No  game cause the rain  time to make steak and potatoes for dinner\n"]
[2462, "no quiz at Little Woodrow's Bee Cave in Austin due to college  world series.\n"]
[2463, "Mets won it &amp; Phillies lost..ahh good day in\n"]
[2464, "Loads of fun playing  tonightt i can officially hit the ball six times in a row\n"]
[2465, "\"long day ahead... cat to the vet\n"]
[2466, "Looking forward to  today but it's raining  Go Gators!\n"]
[2467, "looking forward to Ben's  game tonight\n"]
[2468, "Mmmmmm! A glass of wine and a  game. Almost the perfect evening.\n"]
[2469, "\"@melaniegrassi hehe.... Yes we def should\n"]
[2470, "now that i woke up for a  game that got canceled anyways i'm tiered but i cant go back to sleep  plus i have t\n"]
[2471, "nuggets and redsox both lost  im going to my  game and i am suprised its not called of i hate to wake up at 6:30 but im pitching!!\n"]
[2472, "\"Man\n"]
[2473, "\"Mariner game w/ GF\n"]
[2474, "off to  then the gym\n"]
[2475, "Off to  tomorrow. Nite all!\n"]
[2476, "Off to my son's  tournament - Let's play ball!  \u00e2\u2122\u00ab http://blip.fm/~7gcpp\n"]
[2477, "off to our kids closing day of . parades. burgers. and rain\n"]
[2478, "\"Off to son's  tournament this morning....pray he wins today\n"]
[2479, "@MikeWoodsFox5 i guess my boys aren't playin  this week\n"]
[2480, "My goodness I hurt today!! Feels like someone was beating my back with a  bat\n"]
[2481, "Oh.. got another Tigers   follower.. anyone know any more of those teams.. lets see if I can get a set  Yankies are one arnt they?\n"]
[2482, "My ankle looks like there is a  in it\n"]
[2483, "my roomie for next year just invited me to a  game and i had to decline cause i had no way to get to park  oh well - houseparty!\n"]
[2484, "My dad dropped me off at the meet too early cause my brother has a  game. I am literally the only croc here...\n"]
[2485, "@mlblogs What is the most runs in a  game? Yanks might get there\n"]
[2486, "On my way home from a  game with my dad! I love him so much and my family . So thankful\n"]
[2487, "My heads burnt I shoud have got a  cap\n"]
[2488, "\"No 1 1/4lb MEGA burgers tonight. Maybe\n"]
[2489, "no   So work is next on the adgenda\n"]
[2490, "@musicsinmyveins i like  myself\n"]
[2491, "No youth  games today here..rained out\n"]
[2492, "Not going to the  game with dakota today  but im watching brandon at 3.\n"]
[2493, "Never hit a man with glasses. Hit him with a  bat.\n"]
[2494, "Nothing like a Cran Razz xenergy drink to start the day ! No\n"]
[2495, "no   that is next sunday if darren didnt mumble on the phone i would have gotten it the first time\n"]
[2496, "no  tonight\n"]
[2497, "No more   we lost in are ternament and it was a game away from semi finals but most of it was are coaches fault and they even said\n"]
[2498, "No more basketball   Guess  will have to do... ughh\n"]
[2499, "Playing with @Chellybaby's dad Wii !    http://twitpic.com/6v4m6\n"]
[0, "is so sad for my APL friend.............\n"]
[1, "I missed the New Moon trailer...\n"]
[2, "omg its already 7:30 :O\n"]
[3, ".. Omgaga. Im sooo  im gunna CRy. I've been at this dentist since 11.. I was suposed 2 just get a crown put on (30mins)...\n"]
[4, "i think mi bf is cheating on me!!!       T_T\n"]
[5, "or i just worry too much?\n"]
[6, "Juuuuuuuuuuuuuuuuussssst Chillin!!\n"]
[7, "Sunny Again        Work Tomorrow  :-|       TV Tonight\n"]
[8, "handed in my uniform today . i miss you already\n"]
[9, "hmmmm.... i wonder how she my number @-)\n"]
[10, "I must think about positive..\n"]
[11, "thanks to all the haters up in my face all day! 112-102\n"]
[12, "this weekend has sucked so far\n"]
[13, "jb isnt showing in australia any more!\n"]
[14, "ok thats it you win.\n"]
[15, "&lt;-------- This is the way i feel right now...\n"]
[16, "\"    awhhe man.... I'm completely useless rt now. Funny\n"]
[17, "Feeling strangely fine. Now I'm gonna go listen to some Semisonic to celebrate\n"]
[18, "HUGE roll of thunder just now...SO scary!!!!\n"]
[19, "I just cut my beard off. It's only been growing for well over a year. I'm gonna start it over. @shaunamanu is happy in the meantime.\n"]
[20, "Very sad about Iran.\n"]
[21, "wompppp wompp\n"]
[22, "You're the only one who can see this cause no one else is following me this is for you because you're pretty awesome\n"]
[23, "&lt;---Sad level is 3. I was writing a massive blog tweet on Myspace and my comp shut down. Now it's all lost *lays in fetal position*\n"]
[24, "...  Headed to Hospitol : Had to pull out of the Golf Tourny in 3rd place!!!!!!!!!!! I Think I Re-Ripped something !!! Yeah THAT !!\n"]
[25, "BoRinG   ): whats wrong with him??     Please tell me........   :-/\n"]
[26, "can't be bothered. i wish i could spend the rest of my life just sat here and going to gigs. seriously.\n"]
[27, "\"   Feeeling like shit right now. I really want to sleep\n"]
[28, "\"   goodbye exams\n"]
[29, "I didn't realize it was THAT deep. Geez give a girl a warning atleast!\n"]
[30, "I hate it when any athlete appears to tear an ACL on live television.\n"]
[31, "i miss you guys too     i think i'm wearing skinny jeans a cute sweater and heels   not really sure   what are you doing today\n"]
[32, "-- Meet your Meat http://bit.ly/15SSCI\n"]
[33, "My horsie is moving on Saturday morning.\n"]
[34, "No Sat off...Need to work 6 days a week\n"]
[35, "Really Dont Like Doing my Room Its So Boring  Sick Of Doing My Wardrobe Out Cant Waiit Till I Have My Walk In One  Yay\n"]
[36, "\"   SOX!     Floyd was great\n"]
[37, "times by like a million\n"]
[38, "uploading pictures on friendster\n"]
[39, "what type of a spaz downloads a virus? my brother that's who :\\ MSN is now fucked forever    :'(\n"]
[40, "&amp;&amp;Fightiin Wiit The Babes...\n"]
[41, "(: !!!!!! - so i wrote something last week. and i got a call from someone in the new york office... http://tumblr.com/xcn21w6o7\n"]
[42, "*enough said*\n"]
[43, "\"  ... Do I need to even say it?  Do I?  Well\n"]
[44, "... health class (what a joke!)\n"]
[45, "@ginaaa &lt;3 GO TO THE SHOW TONIGHT\n"]
[46, "@Spiral_galaxy @YMPtweet  it really makes me sad when i look at Muslims reality now\n"]
[47, "- All Time Low shall be my motivation for the rest of the week.\n"]
[48, "\"  and the entertainment is over\n"]
[49, "another year of Lakers .. That's neither magic nor fun ...\n"]
[50, "baddest day eveer.\n"]
[51, "bathroom is clean..... now on to more enjoyable tasks......\n"]
[52, "boom boom pow\n"]
[53, "but i'm proud.\n"]
[54, "congrats to helio though\n"]
[55, "David must be hospitalized for five days end of July (palatine tonsils). I will probably never see Katie in concert.\n"]
[56, "friends are leaving me 'cause of this stupid love  http://bit.ly/ZoxZC\n"]
[57, "go give ur mom a hug right now. http://bit.ly/azFwv\n"]
[58, "Going To See Harry Sunday Happiness\n"]
[59, "Hand quilting it is then...\n"]
[60, "hate u ...  leysh t9ar5 ... =((((((( ..\n"]
[61, "-  I always get what I want\n"]
[62, "I bend backwards\n"]
[63, "i get off work sooooon! i miss cody booo. haven't seen him in foreverr!\n"]
[64, "I hate allergies. Should I get my hair cut tomorrow? I'm taking a public poll...\n"]
[65, "- I love you guys so much that it hurts. http://tumblr.com/xkh1z19us\n"]
[66, "I miss Earl\n"]
[67, "I miss New Jersey\n"]
[68, "\"  I missed the first hour of SYTYCD last night\n"]
[69, "I need a U2 fix NOW!\n"]
[70, "I never thought I'd become second choice...\n"]
[71, "I think I may be too friendly...lol... o well...\n"]
[72, "I think Manuel (my Basil plant) only has days to live\n"]
[73, "I wanna be at home @ church...I wonder wht they are doing?\n"]
[74, "i wanna make my own pizza\n"]
[75, "\"  i want a 120gb harddrive\n"]
[76, "i want a hug\n"]
[77, "I want Miley to tour Australia\n"]
[78, "I wanted to sleep in this morning but a mean kid through a popsicle stick at me head. I wish I could fly away like those squirrels\n"]
[79, "i was too slow to get $1 Up tix\n"]
[80, "\"  I will send sunshine to Northern Ireland\n"]
[81, "I wish I could go to T4 On The Beach :'(    Would be great to see @Shontelle_Layne &amp; @DanMerriweather\n"]
[82, "\"  i would be so much happier if the walls of my bedroom were painted white\n"]
[83, "idk wat 2 do who can i trust me im sorry 4 all da pain i have caused nebody ima take dis time out 2 straighten myself out i luv yall\n"]
[84, "I'm finding the intercept slope..and banging my head against the wall..Math brain heads come save me\n"]
[85, "I'm really going to bed now...\n"]
[86, "im sick  'cough cough'\n"]
[87, "in cab headed to the airport!  going home.... &lt;christy&gt;\n"]
[88, "In case I feel emo in camp (feeling a wee bit of it alr)...am bringing in the Human Rights Watch World Report 2009..hope it'll work\n"]
[89, "Jin has a twitter.\n"]
[90, "jonas day is almost over...\n"]
[91, "Jus Got Hom Fr. TDa Funeral... I'm So Sad! I Cried So Much Times! Much Love Grandpa!&lt;3 I Never Got To Say My Last &quot;Goodbye&quot; to Him.\n"]
[92, "just gonna smile...cuz it is what it is..and im not sure what more they could want..\n"]
[93, "\"  Just got home\n"]
[94, "- Longest night ever.. ugh! http://tumblr.com/xwp1yxhi6\n"]
[95, "mi momacita won't let me go to my bf's bball game!!! grrr!!!\n"]
[96, "Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....\n"]
[97, "My new car was stolen....by my mother who wanted to go pose at church.\n"]
[98, "\"  no hang out with the girls 2day. 2moro\n"]
[99, "no movie times for sunday!  Rats will have to plan tomorrow. I guess this means I have to work on those two  presentations I am doing!\n"]
[100, "no pavel tonight &lt;Tigersfan &gt;\n"]
[101, "not a cool night.\n"]
[102, "oh thank you!\n"]
[103, "pleased\n"]
[104, "probably guna get off soon since no one is talkin no more\n"]
[105, "really wanted Safina to pull out a win &amp; to lose like that...\n"]
[106, "\"  RIP\n"]
[107, "Rose and ood will be back in the Xmas Who special!  YAY!  Damn that's half a year away.\n"]
[108, "- sannesias: Aww no neighbor! We need to watch Mean Girls :] http://tumblr.com/xv31s2pi8\n"]
[109, "so whats the status on next weekend\n"]
[110, "sorry @gigi4462 The Ex Husband has overdosed on his daily dose of haterade\n"]
[111, "Thanks for your definition of throwbie!  Editors reviewed your entry and have decided to not publish it.\n"]
[112, "\"  Thanks\n"]
[113, "- that explains alot.\n"]
[114, "There's going to be a Heathers sequel.  Winona4ever!  They better not fuck it up.\n"]
[115, "\"  told not to drink w/my Rx so just gave all the b.b. porter &amp; obs. stout that I brought home from OR to my neighbors.  v\n"]
[116, "trae is so sweet! He just bought me a new baithing suit!! Wove him\n"]
[117, "\"  True\n"]
[118, "u guys knw whyy\n"]
[119, "very much so\n"]
[120, "waahhh now I'm getting sad....miss hub :-'(&quot;&quot;&quot;&quot;&quot;&quot;&quot;&quot;\n"]
[121, "--  we were standing out in the pouring rain.. We were sitting on top of the world..  --   summer sucks      --\n"]
[122, "\"  Went to get dog from vets\n"]
[123, "where is my picture i feel naked\n"]
[124, "Why aren't there any trains going to manchester on a sunday?!!  Now I can't go to the @jonasbrothers concert.\n"]
[125, "- Why must people be so picky. I mean 6 hours work and no dice!? what\u00ef\u00bf\u00bds up with that! http://tumblr.com/xsg1m3ufn\n"]
[126, "Why Twitter will soon become obsolete? http://www.imediaconnection.com/content/23465.asp\n"]
[127, "wide awake   NOT!!!\n"]
[128, "yeah me too. Its been awful weather here for the last week so that stinks. Kristis comin down and moe said mmmaybe he take us for  ...\n"]
[129, "- You: hi Stranger: HELLO I AM FRANK LAMPARD HOW ARE YOU You: fine You: and urself Stranger: i am gay Your... http://tumblr.com/xaj24dkly\n"]
[130, "you'll always be my one and only...  [12*23*2007]\n"]
[131, "#3turnoffwords this shit sucks\n"]
[132, "#asylm J2 panel is over. Guess it's back to normal life.\n"]
[133, "#poemsunder140 ....started by @shannonelyse1\n"]
[134, "#squarespace brighten my bad day! i never win anything...\n"]
[135, "\" #Susan Boyle didnt win! mh well\n"]
[136, "#twenty20\n"]
[137, "\" &lt;--- That is all\n"]
[138, "&lt;3 goooood timessss\n"]
[139, "&lt;3 GrAdUaTE 09&lt;3\n"]
[140, "\" &quot; Vandals paint swastikas on home of author of gay\n"]
[141, "&quot;An unknown error occured (-4)&quot;. uh oh. iPhone OS 3 fail so far\n"]
[142, "&quot;experts (homers) predict Eagles to go 12-4 and Giants to go 9-7/ BS! http://www.dailysportspages.com/forums/showthread.php?t=49343\n"]
[143, "&quot;I know you hungry so lets go outside on the balcony so you can eat&quot;....\n"]
[144, "&quot;I want you so bad it's driving me  mad&quot;\n"]
[145, "&quot;The 10 Men a UK Female Internet Entrepreneur Should Know when Starting and Growing a Business : The Next Women&quot; ( http://tinyurl.com ...\n"]
[146, "&quot;The truth is hiding in your eyes&quot; @patita @MissMarian  Paramore \u00ef\u00bf\u00bd Decode @Daninho502  ? http://blip.fm/~5ytke\n"]
[147, "&quot;Try to turn on my tv to get you out of my head. I've got this feeling inside that I just won't admit...&quot; (that is literally how I feel)\n"]
[148, "\" &quot;well\n"]
[149, "(tears) :'-( Today is the last day with my kids...They go on summer break at their Dads tomorrow. *sighs* http://plurk.com/p/x8j86\n"]
[150, "(unsure) (annoyed) http://plurk.com/p/1230lz\n"]
[151, "(via @designrelated) are designed gallery exhibition postcards/mailers going extinct? via NYT http://ow.ly/fHJc\n"]
[152, "*BeautifulyLost\n"]
[153, "- *cries* I'm going to miss Harry Potter when it comes out.  I'm leaving to Vietnam on July 11th.  I'm going to cry!!\n"]
